1	CDS	69091	70005	+
1	CDS	138533	139309	-
1	CDS	367659	368594	+
1	CDS	621099	622034	-
1	CDS	738532	738618	-
1	CDS	738788	738812	-
1	CDS	739121	739137	-
1	CDS	818043	818058	+
1	CDS	819496	819513	+
1	CDS	819961	819980	+
1	CDS	861264	861406	-
1	CDS	861322	861393	+
1	CDS	861322	861393	+
1	CDS	861322	861393	+
1	CDS	863255	863261	-
1	CDS	865535	865716	+
1	CDS	865535	865716	+
1	CDS	865535	865716	+
1	CDS	865556	865660	-
1	CDS	865666	865719	-
1	CDS	865692	865716	+
1	CDS	865990	865996	-
1	CDS	866419	866469	+
1	CDS	866419	866469	+
1	CDS	866419	866469	+
1	CDS	866419	866469	+
1	CDS	866426	866445	-
1	CDS	871152	871173	+
1	CDS	871152	871276	+
1	CDS	871152	871276	+
1	CDS	871152	871276	+
1	CDS	874420	874509	+
1	CDS	874420	874509	+
1	CDS	874420	874509	+
1	CDS	874655	874671	+
1	CDS	874655	874792	+
1	CDS	874655	874840	+
1	CDS	874655	874840	+
1	CDS	876524	876686	+
1	CDS	876524	876686	+
1	CDS	876524	876686	+
1	CDS	877516	877631	+
1	CDS	877516	877631	+
1	CDS	877516	877631	+
1	CDS	877790	877868	+
1	CDS	877790	877868	+
1	CDS	877790	877868	+
1	CDS	877939	878438	+
1	CDS	877939	878438	+
1	CDS	877939	878438	+
1	CDS	878633	878757	+
1	CDS	878633	878757	+
1	CDS	878633	878757	+
1	CDS	879078	879188	+
1	CDS	879078	879188	+
1	CDS	879078	879533	+
1	CDS	879288	879530	+
1	CDS	879288	879533	+
1	CDS	880077	880180	-
1	CDS	880437	880526	-
1	CDS	880898	881033	-
1	CDS	881553	881666	-
1	CDS	881782	881925	-
1	CDS	883511	883612	-
1	CDS	883870	883983	-
1	CDS	886507	886618	-
1	CDS	887380	887519	-
1	CDS	887792	887980	-
1	CDS	888555	888668	-
1	CDS	889162	889272	-
1	CDS	889384	889462	-
1	CDS	891303	891393	-
1	CDS	891475	891595	-
1	CDS	892274	892405	-
1	CDS	892479	892653	-
1	CDS	894309	894461	-
1	CDS	894595	894620	-
1	CDS	896074	896180	+
1	CDS	896673	896932	+
1	CDS	897009	897130	+
1	CDS	897206	897427	+
1	CDS	897735	897851	+
1	CDS	898084	898297	+
1	CDS	898107	898297	+
1	CDS	898412	898633	+
1	CDS	898489	898633	+
1	CDS	898717	898766	+
1	CDS	898717	898884	+
1	CDS	899300	899388	+
1	CDS	899487	899560	+
1	CDS	899729	899910	+
1	CDS	900343	900568	+
1	CDS	901912	901994	+
1	CDS	901912	901994	+
1	CDS	901912	901994	+
1	CDS	902084	902183	+
1	CDS	902084	902183	+
1	CDS	902084	902183	+
1	CDS	905657	905803	+
1	CDS	905657	905803	+
1	CDS	905657	905803	+
1	CDS	905901	905981	+
1	CDS	905901	905981	+
1	CDS	905901	905981	+
1	CDS	906066	906138	+
1	CDS	906066	906138	+
1	CDS	906066	906386	+
1	CDS	906259	906386	+
1	CDS	906259	906386	+
1	CDS	906457	906588	+
1	CDS	906457	906588	+
1	CDS	906493	906588	+
1	CDS	906704	906784	+
1	CDS	906704	906784	+
1	CDS	906704	906784	+
1	CDS	907455	907530	+
1	CDS	907455	907530	+
1	CDS	907455	907530	+
1	CDS	907668	907804	+
1	CDS	907668	907804	+
1	CDS	907668	907804	+
1	CDS	908241	908390	+
1	CDS	908241	908390	+
1	CDS	908241	908390	+
1	CDS	908566	908706	+
1	CDS	908566	908706	+
1	CDS	908880	909020	+
1	CDS	908880	909020	+
1	CDS	908880	909020	+
1	CDS	908892	909020	+
1	CDS	909213	909431	+
1	CDS	909213	909431	+
1	CDS	909213	909431	+
1	CDS	909213	909431	+
1	CDS	909696	909744	+
1	CDS	909696	909744	+
1	CDS	909696	909744	+
1	CDS	909696	909744	+
1	CDS	909822	909952	+
1	CDS	909822	909952	+
1	CDS	909822	909952	+
1	CDS	909822	909955	+
1	CDS	911555	911649	-
1	CDS	911555	911649	-
1	CDS	911879	912004	-
1	CDS	911879	912004	-
1	CDS	914261	916037	-
1	CDS	914261	916037	-
1	CDS	916517	916546	-
1	CDS	916517	916553	-
1	CDS	917445	917497	-
1	CDS	934442	934812	-
1	CDS	934442	934812	-
1	CDS	934442	934812	-
1	CDS	934906	934993	-
1	CDS	934906	934993	-
1	CDS	934906	934993	-
1	CDS	935072	935167	-
1	CDS	935072	935353	-
1	CDS	935246	935353	-
1	CDS	935246	935353	-
1	CDS	948954	948956	+
1	CDS	949364	949855	+
1	CDS	955553	955753	+
1	CDS	957581	957842	+
1	CDS	970657	970704	+
1	CDS	976045	976260	+
1	CDS	976553	976777	+
1	CDS	976858	977082	+
1	CDS	977336	977542	+
1	CDS	978619	978837	+
1	CDS	978918	979112	+
1	CDS	979203	979403	+
1	CDS	979489	979637	+
1	CDS	979714	979819	+
1	CDS	980541	980657	+
1	CDS	980739	980903	+
1	CDS	981113	981256	+
1	CDS	981344	981468	+
1	CDS	981540	981645	+
1	CDS	981777	982115	+
1	CDS	982200	982337	+
1	CDS	982707	982834	+
1	CDS	982953	983067	+
1	CDS	983156	983275	+
1	CDS	983392	983745	+
1	CDS	984247	984439	+
1	CDS	984616	984831	+
1	CDS	984946	985175	+
1	CDS	985283	985417	+
1	CDS	985613	985709	+
1	CDS	985807	985971	+
1	CDS	985936	985971	+
1	CDS	986106	986217	+
1	CDS	986106	986217	+
1	CDS	986412	986423	+
1	CDS	986633	986749	+
1	CDS	986633	986749	+
1	CDS	986833	987025	+
1	CDS	986833	987025	+
1	CDS	987108	987195	+
1	CDS	987108	987195	+
1	CDS	987373	987396	+
1	CDS	988841	988873	+
1	CDS	989133	989330	+
1	CDS	989133	989357	+
1	CDS	989828	989931	+
1	CDS	990204	990358	+
1	CDS	1007200	1007946	-
1	CDS	1018276	1018367	-
1	CDS	1018276	1018367	-
1	CDS	1018276	1018367	-
1	CDS	1018276	1018367	-
1	CDS	1018276	1018367	-
1	CDS	1018276	1018367	-
1	CDS	1018296	1018367	-
1	CDS	1019295	1019391	-
1	CDS	1019295	1019763	-
1	CDS	1019295	1019763	-
1	CDS	1019295	1019763	-
1	CDS	1019295	1019763	-
1	CDS	1019402	1019466	-
1	CDS	1019733	1019763	-
1	CDS	1019733	1019763	-
1	CDS	1019733	1019763	-
1	CDS	1019733	1019763	-
1	CDS	1019837	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1019861	1019886	-
1	CDS	1020631	1020690	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1021258	1021392	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022519	1022584	-
1	CDS	1022570	1022584	-
