1	start_codon	69091	69093	+
1	start_codon	139307	139309	-
1	start_codon	367659	367661	+
1	start_codon	622032	622034	-
1	start_codon	739135	739137	-
1	start_codon	818043	818045	+
1	start_codon	861322	861324	+
1	start_codon	861322	861324	+
1	start_codon	861322	861324	+
1	start_codon	865692	865694	+
1	start_codon	866443	866445	-
1	start_codon	874655	874657	+
1	start_codon	894618	894620	-
1	start_codon	896074	896076	+
1	start_codon	898107	898109	+
1	start_codon	901912	901914	+
1	start_codon	901912	901914	+
1	start_codon	901912	901914	+
1	start_codon	908892	908894	+
1	start_codon	916544	916546	-
1	start_codon	917495	917497	-
1	start_codon	935351	935353	-
1	start_codon	935351	935353	-
1	start_codon	935351	935353	-
1	start_codon	948954	948956	+
1	start_codon	955553	955555	+
1	start_codon	985936	985938	+
1	start_codon	1007944	1007946	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1026921	1026923	-
1	start_codon	1114596	1114598	+
1	start_codon	1114596	1114598	+
1	start_codon	1115434	1115436	+
1	start_codon	1120416	1120418	+
1	start_codon	1140841	1140843	-
1	start_codon	1141949	1141951	-
1	start_codon	1141949	1141951	-
1	start_codon	1141949	1141951	-
1	start_codon	1149505	1149507	-
1	start_codon	1163974	1163976	-
1	start_codon	1164171	1164173	-
1	start_codon	1164171	1164173	-
1	start_codon	1164171	1164173	-
1	start_codon	1164171	1164173	-
1	start_codon	1167659	1167661	+
1	start_codon	1182068	1182070	-
1	start_codon	1192420	1192422	-
1	start_codon	1198739	1198741	-
1	start_codon	1198739	1198741	-
1	start_codon	1198739	1198741	-
1	start_codon	1201501	1201503	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1203370	1203372	-
1	start_codon	1216042	1216044	+
1	start_codon	1216042	1216044	+
1	start_codon	1217639	1217641	+
1	start_codon	1217639	1217641	+
1	start_codon	1219405	1219407	+
1	start_codon	1219405	1219407	+
1	start_codon	1222489	1222491	+
1	start_codon	1238638	1238640	-
1	start_codon	1243193	1243195	-
1	start_codon	1243193	1243195	-
1	start_codon	1244024	1244026	+
1	start_codon	1245071	1245073	+
1	start_codon	1249292	1249294	-
1	start_codon	1250986	1250988	-
1	start_codon	1254724	1254726	-
1	start_codon	1254730	1254732	-
1	start_codon	1256412	1256414	-
1	start_codon	1257331	1257333	-
